ANO_ELEICAO,NR_ZONA,BAIRRO,SQ_CANDIDATO,NM_CANDIDATO,NM_PARTIDO,QT_VOTOS_NOMINAIS,DS_SIT_TOT_TURNO,ENDEREÇO,total_votos,proporcao
2016,204,SAUDE,190000026194,WILLIAN CARVALHO DOS SANTOS,Partido do Movimento Democrático Brasileiro,8,ELEITO POR QP,"RUA SACADURA CABRAL, 226,",18228,4.3888523151195964e-4
2016,122,CAMPO GRANDE,190000012854,JOAO FRANCISCO INACIO BRAZAO,Partido do Movimento Democrático Brasileiro,26,ELEITO POR QP,"ESTRADA RIO-SÃO PAULO, 176, CAMPO GRANDE",19947,0.001303454153506793
2016,246,SANTA CRUZ,190000012852,TADEU AMORIM DE BARROS JUNIOR,Partido do Movimento Democrático Brasileiro,6160,ELEITO POR QP,RUA MARTINHO DE CAMPOS S/N  POSTO AGRÍCOLA,37184,0.16566265060240964
2016,10,PIEDADE,190000012854,JOAO FRANCISCO INACIO BRAZAO,Partido do Movimento Democrático Brasileiro,244,ELEITO POR QP,"RUA ASSIS CARNEIRO, 436",19947,0.012232415902140673
2016,219,CASCADURA,190000012852,TADEU AMORIM DE BARROS JUNIOR,Partido do Movimento Democrático Brasileiro,52,ELEITO POR QP,"RUA SIDÔNIO PAES, 54 LOJA 06",37184,0.0013984509466437177
2016,23,MARECHAL HERMES,190000003852,MARCELO ARAR,Partido Trabalhista Brasileiro,74,ELEITO POR QP,RUA JOAO VICENTE 1545,9562,0.00773896674335913
2016,118,CASCADURA,190000003852,MARCELO ARAR,Partido Trabalhista Brasileiro,108,ELEITO POR QP,"AV. DOM HELDER CAMARA, 10.121",9562,0.011294708220037648
2016,192,PORTUGUESA,190000003672,JAIR BARBOSA TAVARES,Partido Humanista da Solidariedade,10,ELEITO POR MÉDIA,RUA ORCADAS 435 - SALA 12 - XX RA (SUPERINTENDÊNCIA REGIONAL DA ILHA),7279,0.0013738150844896278
2016,7,TIJUCA,190000003672,JAIR BARBOSA TAVARES,Partido Humanista da Solidariedade,5,ELEITO POR MÉDIA,RUA ANTONIO BASILIO 76,7279,6.869075422448139e-4
2016,191,ILHA DO GOVERNADOR,190000005652,CELIO CESAR LUPPARELLI FARIA,Democratas,14,ELEITO POR MÉDIA,"ESTRADA DA CACUIA, 1574",5717,0.0024488368025188034
2016,167,IRAJÁ,190000026194,WILLIAN CARVALHO DOS SANTOS,Partido do Movimento Democrático Brasileiro,42,ELEITO POR QP,"RUA ITAPERA, 500 LOJAS 150 A 153 (VIA BRASIL SHOPPING)",18228,0.002304147465437788
2016,123,DEODORO,190000012852,TADEU AMORIM DE BARROS JUNIOR,Partido do Movimento Democrático Brasileiro,41,ELEITO POR QP,RUA FERNÃO DIAS S/N,37184,0.0011026247848537004
2016,242,CAMPO GRANDE,190000012847,THIAGO KWIATKOWSKI RIBEIRO,Partido do Movimento Democrático Brasileiro,58,ELEITO POR QP,AV. CESARIO DE MELLO 3963,14736,0.003935939196525516
2016,242,CAMPO GRANDE,190000026194,WILLIAN CARVALHO DOS SANTOS,Partido do Movimento Democrático Brasileiro,528,ELEITO POR QP,AV. CESARIO DE MELLO 3963,18228,0.028966425279789335
2016,125,SANTA CRUZ,190000012852,TADEU AMORIM DE BARROS JUNIOR,Partido do Movimento Democrático Brasileiro,4706,ELEITO POR QP,RUA MARTINHO DE CAMPOS S/N POSTO AGRICOLA,37184,0.12655981067125646
2016,242,CAMPO GRANDE,190000024871,ELISEU GOMES KESSLER,Partido Social Democrático,706,ELEITO POR MÉDIA,AV. CESARIO DE MELLO 3963,7903,0.08933316462102998
2016,16,LARANJEIRAS,190000005650,CARLO FERREIRA DE CAIADO CASTRO,Democratas,190,ELEITO POR QP,RUA CONDE DE BAEPENDI N 40,21743,0.008738444556868877
2016,218,CASCADURA,190000005654,CESAR EPITÁCIO MAIA,Democratas,552,ELEITO POR QP,"RUA SIDÔNIO PAIS, 54, LOJAS 4 E 5",40318,0.013691155315243812
