ANO_ELEICAO,NR_ZONA,BAIRRO,SQ_CANDIDATO,NM_CANDIDATO,NM_PARTIDO,QT_VOTOS_NOMINAIS,DS_SIT_TOT_TURNO,ENDEREÇO,total_votos,proporcao
2016,10,PIEDADE,190000012857,JAIRO SOUZA SANTOS JUNIOR,Partido do Movimento Democrático Brasileiro,41,ELEITO POR QP,"RUA ASSIS CARNEIRO, 436",12587,0.003257328990228013
2016,192,PORTUGUESA,190000007443,LEANDRO LYRA BRAGA DOGNINI,Partido Novo,356,ELEITO POR QP,RUA ORCADAS 435 - SALA 12 - XX RA (SUPERINTENDÊNCIA REGIONAL DA ILHA),16760,0.021241050119331743
2016,245,CAMPO GRANDE,190000007443,LEANDRO LYRA BRAGA DOGNINI,Partido Novo,34,ELEITO POR QP,"RUA DOM PEDRITO, 1, 2 ANDAR - XVIII ADMINISTRAÇÃO REGIONAL",16760,0.0020286396181384246
2016,123,DEODORO,190000007443,LEANDRO LYRA BRAGA DOGNINI,Partido Novo,46,ELEITO POR QP,RUA FERNÃO DIAS S/N,16760,0.0027446300715990453
2016,22,IRAJÁ,190000007443,LEANDRO LYRA BRAGA DOGNINI,Partido Novo,90,ELEITO POR QP,"RUA ITAPERA, 500, SHOPPING VIA BRASIL, LOJAS 150 E 151",16760,0.0053699284009546535
2016,191,ILHA DO GOVERNADOR,190000024880,JONES BARBOSA DE MOURA,Partido Social Democrático,100,ELEITO POR QP,"ESTRADA DA CACUIA, 1574",8086,0.012367054167697254
2016,25,SANTA CRUZ,190000012847,THIAGO KWIATKOWSKI RIBEIRO,Partido do Movimento Democrático Brasileiro,549,ELEITO POR QP,PRAÇA DA SUPERINTENDÊNCIA 420,14736,0.0372557003257329
2016,9,BARRA DA TIJUCA,190000012857,JAIRO SOUZA SANTOS JUNIOR,Partido do Movimento Democrático Brasileiro,109,ELEITO POR QP,AV AYRTON SENNA 2001 BLOCO C,12587,0.008659728291093986
2016,169,SAUDE,190000012844,ROSA MARIA ORLANDO FERNANDES,Partido do Movimento Democrático Brasileiro,1018,ELEITO POR QP,"RUA SACADURA CABRAL, 226, FUNDOS",31269,0.03255620582685727
2016,162,OLARIA,190000012844,ROSA MARIA ORLANDO FERNANDES,Partido do Movimento Democrático Brasileiro,1277,ELEITO POR QP,"RUA FILOMENA NUNES, 961",31269,0.04083916978477086
2016,7,TIJUCA,190000012854,JOAO FRANCISCO INACIO BRAZAO,Partido do Movimento Democrático Brasileiro,78,ELEITO POR QP,RUA ANTONIO BASILIO 76,19947,0.003910362460520379
2016,170,MARACANÃ,190000012844,ROSA MARIA ORLANDO FERNANDES,Partido do Movimento Democrático Brasileiro,98,ELEITO POR QP,"AV. PROFESSOR MANUEL DE ABREU, 286",31269,0.0031340944705618985
2016,5,COPACABANA,190000024880,JONES BARBOSA DE MOURA,Partido Social Democrático,23,ELEITO POR QP,"RUA MIGUEL LEMOS, 97",8086,0.0028444224585703684
2016,162,OLARIA,190000026194,WILLIAN CARVALHO DOS SANTOS,Partido do Movimento Democrático Brasileiro,12,ELEITO POR QP,"RUA FILOMENA NUNES, 961",18228,6.583278472679394e-4
2016,23,MARECHAL HERMES,190000012847,THIAGO KWIATKOWSKI RIBEIRO,Partido do Movimento Democrático Brasileiro,128,ELEITO POR QP,RUA JOAO VICENTE 1545,14736,0.008686210640608035
2016,16,LARANJEIRAS,190000017906,JOSÉ INALDO FERNANDES DA SILVA,Partido Republicano Brasileiro,58,ELEITO POR QP,RUA CONDE DE BAEPENDI N 40,12489,0.004644086796380815
2016,169,SAUDE,190000017906,JOSÉ INALDO FERNANDES DA SILVA,Partido Republicano Brasileiro,492,ELEITO POR QP,"RUA SACADURA CABRAL, 226, FUNDOS",12489,0.03939466730723036
2016,9,BARRA DA TIJUCA,190000017884,JOÃO MENDES DE JESUS,Partido Republicano Brasileiro,173,ELEITO POR QP,AV AYRTON SENNA 2001 BLOCO C,22697,0.007622152707406265
2016,5,COPACABANA,190000003828,ANTONIO JOSE PAPERA DE AZEVEDO,Partido Trabalhista Brasileiro,10,ELEITO POR QP,"RUA MIGUEL LEMOS, 97",15802,6.328312871788382e-4
2016,192,PORTUGUESA,190000003828,ANTONIO JOSE PAPERA DE AZEVEDO,Partido Trabalhista Brasileiro,22,ELEITO POR QP,RUA ORCADAS 435 - SALA 12 - XX RA (SUPERINTENDÊNCIA REGIONAL DA ILHA),15802,0.001392228831793444
2016,176,IRAJÁ,190000003672,JAIR BARBOSA TAVARES,Partido Humanista da Solidariedade,23,ELEITO POR MÉDIA,"AV MONSENHOR FELIX, 512",7279,0.0031597746943261436
2016,119,BARRA DA TIJUCA,190000017884,JOÃO MENDES DE JESUS,Partido Republicano Brasileiro,107,ELEITO POR QP,AV. AYRTON SENNA 2001 BLOCO C,22697,0.00471427942018769
2016,241,SANTA CRUZ,190000017906,JOSÉ INALDO FERNANDES DA SILVA,Partido Republicano Brasileiro,104,ELEITO POR QP,RUA MARTINHO DE CAMPOS S/N POSTO AGRICOLA,12489,0.008327328048682841
2016,238,JARDIM SULACAP,190000017884,JOÃO MENDES DE JESUS,Partido Republicano Brasileiro,906,ELEITO POR QP,"AVENIDA MARECHAL FONTENELLE, 3545",22697,0.03991716967000044
2016,230,JARDIM SULACAP,190000017884,JOÃO MENDES DE JESUS,Partido Republicano Brasileiro,1582,ELEITO POR QP,"AV. MARECHAL FONTENELE, 3545, PARQUE SHOPPING SULACAP, TÉRREO",22697,0.06970084152090585
2016,238,JARDIM SULACAP,190000017874,TÂNIA CRISTINA MAGALHÃES BASTOS E SILVA,Partido Republicano Brasileiro,20,ELEITO POR QP,"AVENIDA MARECHAL FONTENELLE, 3545",16352,0.001223091976516634
2016,182,TAQUARA,190000017884,JOÃO MENDES DE JESUS,Partido Republicano Brasileiro,208,ELEITO POR QP,"RUA GODOFREDO VIANA, 400",22697,0.00916420672335551
2016,218,CASCADURA,190000017884,JOÃO MENDES DE JESUS,Partido Republicano Brasileiro,92,ELEITO POR QP,"RUA SIDÔNIO PAIS, 54, LOJAS 4 E 5",22697,0.004053399127638014
2016,23,MARECHAL HERMES,190000017874,TÂNIA CRISTINA MAGALHÃES BASTOS E SILVA,Partido Republicano Brasileiro,43,ELEITO POR QP,RUA JOAO VICENTE 1545,16352,0.002629647749510763
2016,7,TIJUCA,190000024871,ELISEU GOMES KESSLER,Partido Social Democrático,82,ELEITO POR MÉDIA,RUA ANTONIO BASILIO 76,7903,0.010375806655700367
2016,243,SANTA CRUZ,190000024871,ELISEU GOMES KESSLER,Partido Social Democrático,389,ELEITO POR MÉDIA,RUA MARTINHO DE CAMPOS S/N,7903,0.04922181450082247
2016,170,MARACANÃ,190000007958,FERNANDO WILLIAM FERREIRA,Partido Democrático Trabalhista,136,ELEITO POR MÉDIA,"AV. PROFESSOR MANUEL DE ABREU, 286",7565,0.017977528089887642
2016,162,OLARIA,190000011325,ADALMIR D AGUILA DE SOUZA,Partido da Social Democracia Brasileira,4,ELEITO POR MÉDIA,"RUA FILOMENA NUNES, 961",7078,5.651313930488839e-4
2016,241,SANTA CRUZ,190000003396,DAVID MICHAEL DOS SANTOS MIRANDA,Partido Socialismo e Liberdade,30,ELEITO POR MÉDIA,RUA MARTINHO DE CAMPOS S/N POSTO AGRICOLA,3702,0.008103727714748784
2016,4,JARDIM BOTÂNICO,190000010764,GILBERTO DE OLIVEIRA LIMA,Partido da Mobilização Nacional,44,ELEITO POR QP,RUA JARDIM BOTÂNICO 1060,9846,0.004468819825309771
2016,176,IRAJÁ,190000010764,GILBERTO DE OLIVEIRA LIMA,Partido da Mobilização Nacional,21,ELEITO POR QP,"AV MONSENHOR FELIX, 512",9846,0.0021328458257160268
2016,4,JARDIM BOTÂNICO,190000003852,MARCELO ARAR,Partido Trabalhista Brasileiro,413,ELEITO POR QP,RUA JARDIM BOTÂNICO 1060,9562,0.04319180087847731
2016,169,SAUDE,190000003852,MARCELO ARAR,Partido Trabalhista Brasileiro,128,ELEITO POR QP,"RUA SACADURA CABRAL, 226, FUNDOS",9562,0.013386320853377955
2016,185,TAQUARA,190000003828,ANTONIO JOSE PAPERA DE AZEVEDO,Partido Trabalhista Brasileiro,27,ELEITO POR QP,RUA GODOFREDO VIANA 400,15802,0.001708644475382863
2016,16,LARANJEIRAS,190000003828,ANTONIO JOSE PAPERA DE AZEVEDO,Partido Trabalhista Brasileiro,13,ELEITO POR QP,RUA CONDE DE BAEPENDI N 40,15802,8.226806733324896e-4
2016,14,TODOS OS SANTOS,190000003828,ANTONIO JOSE PAPERA DE AZEVEDO,Partido Trabalhista Brasileiro,15,ELEITO POR QP,"RUA GETULIO, 127",15802,9.492469307682572e-4
2016,192,PORTUGUESA,190000003852,MARCELO ARAR,Partido Trabalhista Brasileiro,171,ELEITO POR QP,RUA ORCADAS 435 - SALA 12 - XX RA (SUPERINTENDÊNCIA REGIONAL DA ILHA),9562,0.01788328801505961
2016,204,SAUDE,190000003828,ANTONIO JOSE PAPERA DE AZEVEDO,Partido Trabalhista Brasileiro,22,ELEITO POR QP,"RUA SACADURA CABRAL, 226,",15802,0.001392228831793444
2016,7,TIJUCA,190000003828,ANTONIO JOSE PAPERA DE AZEVEDO,Partido Trabalhista Brasileiro,16,ELEITO POR QP,RUA ANTONIO BASILIO 76,15802,0.001012530059486141
2016,120,CAMPO GRANDE,190000003672,JAIR BARBOSA TAVARES,Partido Humanista da Solidariedade,14,ELEITO POR MÉDIA,RUA TAQUAREMBÓ S/N- 2 ANDAR (REGIONAL DE CAMPO GRANDE),7279,0.0019233411182854787
2016,180,TAQUARA,190000003672,JAIR BARBOSA TAVARES,Partido Humanista da Solidariedade,31,ELEITO POR MÉDIA,"RUA GODOFREDO VIANA, 400",7279,0.004258826761917846
2016,182,TAQUARA,190000011816,CLAUDIO BONFIM DE CASTRO E SILVA,Partido Social Cristão,186,ELEITO POR QP,"RUA GODOFREDO VIANA, 400",6304,0.02950507614213198
2016,170,MARACANÃ,190000011815,CARLOS NANTES BOLSONARO,Partido Social Cristão,1517,ELEITO POR QP,"AV. PROFESSOR MANUEL DE ABREU, 286",65123,0.023294381401348218
2016,23,MARECHAL HERMES,190000011861,OTONI MOURA DE PAULO JUNIOR,Partido Social Cristão,80,ELEITO POR QP,RUA JOAO VICENTE 1545,5939,0.013470281192119885
2016,14,TODOS OS SANTOS,190000011815,CARLOS NANTES BOLSONARO,Partido Social Cristão,1003,ELEITO POR QP,"RUA GETULIO, 127",65123,0.015401624618030496
2016,5,COPACABANA,190000011861,OTONI MOURA DE PAULO JUNIOR,Partido Social Cristão,4,ELEITO POR QP,"RUA MIGUEL LEMOS, 97",5939,6.735140596059942e-4
2016,8,DEL CASTILHO,190000011815,CARLOS NANTES BOLSONARO,Partido Social Cristão,871,ELEITO POR QP,"AVENIDA DOM HÉLDER CÂMARA, 4175",65123,0.013374690969396374
2016,245,CAMPO GRANDE,190000011861,OTONI MOURA DE PAULO JUNIOR,Partido Social Cristão,48,ELEITO POR QP,"RUA DOM PEDRITO, 1, 2 ANDAR - XVIII ADMINISTRAÇÃO REGIONAL",5939,0.008082168715271931
2016,9,BARRA DA TIJUCA,190000011816,CLAUDIO BONFIM DE CASTRO E SILVA,Partido Social Cristão,336,ELEITO POR QP,AV AYRTON SENNA 2001 BLOCO C,6304,0.0532994923857868
2016,17,JARDIM BOTÂNICO,190000011861,OTONI MOURA DE PAULO JUNIOR,Partido Social Cristão,10,ELEITO POR QP,RUA JARDIM BOTÂNICO 1060,5939,0.0016837851490149856
2016,118,CASCADURA,190000011861,OTONI MOURA DE PAULO JUNIOR,Partido Social Cristão,114,ELEITO POR QP,"AV. DOM HELDER CAMARA, 10.121",5939,0.019195150698770837
2016,170,MARACANÃ,190000011861,OTONI MOURA DE PAULO JUNIOR,Partido Social Cristão,29,ELEITO POR QP,"AV. PROFESSOR MANUEL DE ABREU, 286",5939,0.004882976932143459
2016,243,SANTA CRUZ,190000011815,CARLOS NANTES BOLSONARO,Partido Social Cristão,1135,ELEITO POR QP,RUA MARTINHO DE CAMPOS S/N,65123,0.017428558266664618
2016,161,OLARIA,190000012847,THIAGO KWIATKOWSKI RIBEIRO,Partido do Movimento Democrático Brasileiro,97,ELEITO POR QP,"RUA LUCENA, S/N,OLARIA (ANTIGO FÓRUM,ATRÁS DO CLUBE OLARIA) 21.021-320",14736,0.006582519001085777
2016,123,DEODORO,190000012849,RAFAEL ALOISIO FREITAS,Partido do Movimento Democrático Brasileiro,24,ELEITO POR QP,RUA FERNÃO DIAS S/N,11497,0.0020875010872401494
2016,243,SANTA CRUZ,190000017906,JOSÉ INALDO FERNANDES DA SILVA,Partido Republicano Brasileiro,15,ELEITO POR QP,RUA MARTINHO DE CAMPOS S/N,12489,0.0012010569300984868
2016,4,JARDIM BOTÂNICO,190000017906,JOSÉ INALDO FERNANDES DA SILVA,Partido Republicano Brasileiro,67,ELEITO POR QP,RUA JARDIM BOTÂNICO 1060,12489,0.005364720954439907
2016,243,SANTA CRUZ,190000003406,LEONEL BRIZOLA,Partido Socialismo e Liberdade,103,ELEITO POR MÉDIA,RUA MARTINHO DE CAMPOS S/N,6413,0.016061125838141274
2016,238,JARDIM SULACAP,190000012007,JORGE HENRIQUE MARTINS MANAIA,Solidariedade,75,ELEITO POR MÉDIA,"AVENIDA MARECHAL FONTENELLE, 3545",8460,0.008865248226950355
2016,123,DEODORO,190000012007,JORGE HENRIQUE MARTINS MANAIA,Solidariedade,66,ELEITO POR MÉDIA,RUA FERNÃO DIAS S/N,8460,0.007801418439716312
2016,7,TIJUCA,190000012007,JORGE HENRIQUE MARTINS MANAIA,Solidariedade,85,ELEITO POR MÉDIA,RUA ANTONIO BASILIO 76,8460,0.01004728132387707
2016,180,TAQUARA,190000010764,GILBERTO DE OLIVEIRA LIMA,Partido da Mobilização Nacional,38,ELEITO POR QP,"RUA GODOFREDO VIANA, 400",9846,0.00385943530367662
2016,161,OLARIA,190000011325,ADALMIR D AGUILA DE SOUZA,Partido da Social Democracia Brasileira,14,ELEITO POR MÉDIA,"RUA LUCENA, S/N,OLARIA (ANTIGO FÓRUM,ATRÁS DO CLUBE OLARIA) 21.021-320",7078,0.0019779598756710934
2016,162,OLARIA,190000010039,PAULO SANTOS MESSINA,Partido Republicano da Ordem Social,116,ELEITO POR MÉDIA,"RUA FILOMENA NUNES, 961",9590,0.012095933263816475
2016,17,JARDIM BOTÂNICO,190000010039,PAULO SANTOS MESSINA,Partido Republicano da Ordem Social,62,ELEITO POR MÉDIA,RUA JARDIM BOTÂNICO 1060,9590,0.0064650677789363925
2016,24,JARDIM SULACAP,190000010039,PAULO SANTOS MESSINA,Partido Republicano da Ordem Social,240,ELEITO POR MÉDIA,"AVENIDA MARECHAL FONTENELLE, 3.545, TÉRREO - SHOPPING SULACAP",9590,0.02502606882168926
2016,211,JARDIM BOTÂNICO,190000010039,PAULO SANTOS MESSINA,Partido Republicano da Ordem Social,213,ELEITO POR MÉDIA,"RUA JARDIM BOTÂNICO, N.1060",9590,0.022210636079249217
2016,243,SANTA CRUZ,190000010039,PAULO SANTOS MESSINA,Partido Republicano da Ordem Social,167,ELEITO POR MÉDIA,RUA MARTINHO DE CAMPOS S/N,9590,0.017413972888425444
2016,24,JARDIM SULACAP,190000003852,MARCELO ARAR,Partido Trabalhista Brasileiro,34,ELEITO POR QP,"AVENIDA MARECHAL FONTENELLE, 3.545, TÉRREO - SHOPPING SULACAP",9562,0.003555741476678519
2016,4,JARDIM BOTÂNICO,190000003672,JAIR BARBOSA TAVARES,Partido Humanista da Solidariedade,6,ELEITO POR MÉDIA,RUA JARDIM BOTÂNICO 1060,7279,8.242890506937766e-4
2016,21,OLARIA,190000024871,ELISEU GOMES KESSLER,Partido Social Democrático,37,ELEITO POR MÉDIA,RUA FILOMENA NUNES 971,7903,0.004681766417816019
2016,9,BARRA DA TIJUCA,190000024871,ELISEU GOMES KESSLER,Partido Social Democrático,202,ELEITO POR MÉDIA,AV AYRTON SENNA 2001 BLOCO C,7903,0.025559913956725293
2016,229,MARACANÃ,190000012841,JOÃO RICARDO RIBAS JUNIOR,Partido do Movimento Democrático Brasileiro,260,ELEITO POR MÉDIA,"AV. PROFESSOR MANOEL DE ABREU, 286",10081,0.025791092153556194
2016,23,MARECHAL HERMES,190000012841,JOÃO RICARDO RIBAS JUNIOR,Partido do Movimento Democrático Brasileiro,158,ELEITO POR MÉDIA,RUA JOAO VICENTE 1545,10081,0.015673048308699533
2016,25,SANTA CRUZ,190000012843,VERÔNICA CHAVES DE CARVALHO COSTA,Partido do Movimento Democrático Brasileiro,190,ELEITO POR MÉDIA,PRAÇA DA SUPERINTENDÊNCIA 420,12852,0.01478369125427949
2016,176,IRAJÁ,190000012841,JOÃO RICARDO RIBAS JUNIOR,Partido do Movimento Democrático Brasileiro,928,ELEITO POR MÉDIA,"AV MONSENHOR FELIX, 512",10081,0.09205435968653904
2016,179,BARRA DA TIJUCA,190000003862,ROGERIO DE CASTRO LOPES,Partido Trabalhista Brasileiro,17,ELEITO POR MÉDIA,AV. AYRTON SENNA 2001 BLOCO C BARRA DA TIJUCA,13803,0.0012316163152937768
2016,192,PORTUGUESA,190000005652,CELIO CESAR LUPPARELLI FARIA,Democratas,27,ELEITO POR MÉDIA,RUA ORCADAS 435 - SALA 12 - XX RA (SUPERINTENDÊNCIA REGIONAL DA ILHA),5717,0.004722756690571978
2016,179,BARRA DA TIJUCA,190000005652,CELIO CESAR LUPPARELLI FARIA,Democratas,589,ELEITO POR MÉDIA,AV. AYRTON SENNA 2001 BLOCO C BARRA DA TIJUCA,5717,0.10302606262025538
2016,167,IRAJÁ,190000007958,FERNANDO WILLIAM FERREIRA,Partido Democrático Trabalhista,948,ELEITO POR MÉDIA,"RUA ITAPERA, 500 LOJAS 150 A 153 (VIA BRASIL SHOPPING)",7565,0.1253139458030403
2016,169,SAUDE,190000011325,ADALMIR D AGUILA DE SOUZA,Partido da Social Democracia Brasileira,21,ELEITO POR MÉDIA,"RUA SACADURA CABRAL, 226, FUNDOS",7078,0.00296693981350664
2016,161,OLARIA,190000010039,PAULO SANTOS MESSINA,Partido Republicano da Ordem Social,170,ELEITO POR MÉDIA,"RUA LUCENA, S/N,OLARIA (ANTIGO FÓRUM,ATRÁS DO CLUBE OLARIA) 21.021-320",9590,0.017726798748696558
2016,246,SANTA CRUZ,190000010039,PAULO SANTOS MESSINA,Partido Republicano da Ordem Social,430,ELEITO POR MÉDIA,RUA MARTINHO DE CAMPOS S/N  POSTO AGRÍCOLA,9590,0.04483837330552659
2016,167,IRAJÁ,190000010039,PAULO SANTOS MESSINA,Partido Republicano da Ordem Social,189,ELEITO POR MÉDIA,"RUA ITAPERA, 500 LOJAS 150 A 153 (VIA BRASIL SHOPPING)",9590,0.01970802919708029
2016,192,PORTUGUESA,190000012843,VERÔNICA CHAVES DE CARVALHO COSTA,Partido do Movimento Democrático Brasileiro,111,ELEITO POR MÉDIA,RUA ORCADAS 435 - SALA 12 - XX RA (SUPERINTENDÊNCIA REGIONAL DA ILHA),12852,0.008636788048552755
2016,204,SAUDE,190000012843,VERÔNICA CHAVES DE CARVALHO COSTA,Partido do Movimento Democrático Brasileiro,131,ELEITO POR MÉDIA,"RUA SACADURA CABRAL, 226,",12852,0.010192966075319016
2016,170,MARACANÃ,190000011325,ADALMIR D AGUILA DE SOUZA,Partido da Social Democracia Brasileira,22,ELEITO POR MÉDIA,"AV. PROFESSOR MANUEL DE ABREU, 286",7078,0.0031082226617688614
2016,180,TAQUARA,190000010039,PAULO SANTOS MESSINA,Partido Republicano da Ordem Social,378,ELEITO POR MÉDIA,"RUA GODOFREDO VIANA, 400",9590,0.03941605839416058
2016,16,LARANJEIRAS,190000010039,PAULO SANTOS MESSINA,Partido Republicano da Ordem Social,106,ELEITO POR MÉDIA,RUA CONDE DE BAEPENDI N 40,9590,0.011053180396246089
2016,234,JARDIM SULACAP,190000012841,JOÃO RICARDO RIBAS JUNIOR,Partido do Movimento Democrático Brasileiro,115,ELEITO POR MÉDIA,"AV. MARECHAL FONTENELLE, 3.545, TÉRREO - PARQUE SHOPPING SULACAP",10081,0.011407598452534471
2016,185,TAQUARA,190000012843,VERÔNICA CHAVES DE CARVALHO COSTA,Partido do Movimento Democrático Brasileiro,489,ELEITO POR MÉDIA,RUA GODOFREDO VIANA 400,12852,0.038048552754435104
2016,182,TAQUARA,190000012843,VERÔNICA CHAVES DE CARVALHO COSTA,Partido do Movimento Democrático Brasileiro,549,ELEITO POR MÉDIA,"RUA GODOFREDO VIANA, 400",12852,0.042717086834733894
2016,162,OLARIA,190000012841,JOÃO RICARDO RIBAS JUNIOR,Partido do Movimento Democrático Brasileiro,66,ELEITO POR MÉDIA,"RUA FILOMENA NUNES, 961",10081,0.006546969546671957
2016,219,CASCADURA,190000010725,ADEJAIR SANCHES DE AGUIAR,Partido da Mobilização Nacional,5004,ELEITO POR MÉDIA,"RUA SIDÔNIO PAES, 54 LOJA 06",6842,0.7313650979245835
2016,8,DEL CASTILHO,190000003862,ROGERIO DE CASTRO LOPES,Partido Trabalhista Brasileiro,7,ELEITO POR MÉDIA,"AVENIDA DOM HÉLDER CÂMARA, 4175",13803,5.071361298268492e-4
2016,214,MEIER,190000017952,MARCELO BEZERRA CRIVELLA,Partido Republicano Brasileiro,12780,ELEITO,"RUA DIAS DA CRUZ, 787",1123857,0.011371553498354328
2016,125,SANTA CRUZ,190000017952,MARCELO BEZERRA CRIVELLA,Partido Republicano Brasileiro,26522,ELEITO,RUA MARTINHO DE CAMPOS S/N POSTO AGRICOLA,1123857,0.02359908778429996
2016,216,DEL CASTILHO,190000017952,MARCELO BEZERRA CRIVELLA,Partido Republicano Brasileiro,12279,ELEITO,AV DOM HELDER CAMARA 4175 - 2 ANDAR,1123857,0.010925767246188794
2016,8,DEL CASTILHO,190000003426,TARCÍSIO MOTTA DE CARVALHO,Partido Socialismo e Liberdade,626,ELEITO POR QP,"AVENIDA DOM HÉLDER CÂMARA, 4175",48973,0.012782553652012333
2016,238,JARDIM SULACAP,190000003420,PAULO PINHEIRO,Partido Socialismo e Liberdade,18,ELEITO POR QP,"AVENIDA MARECHAL FONTENELLE, 3545",6821,0.002638909250842985
2016,169,SAUDE,190000003420,PAULO PINHEIRO,Partido Socialismo e Liberdade,48,ELEITO POR QP,"RUA SACADURA CABRAL, 226, FUNDOS",6821,0.007037091335581293
2016,125,SANTA CRUZ,190000003426,TARCÍSIO MOTTA DE CARVALHO,Partido Socialismo e Liberdade,206,ELEITO POR QP,RUA MARTINHO DE CAMPOS S/N POSTO AGRICOLA,48973,0.004206399444591918
2016,24,JARDIM SULACAP,190000003423,RENATO ATHAYDE SILVA,Partido Socialismo e Liberdade,81,ELEITO POR QP,"AVENIDA MARECHAL FONTENELLE, 3.545, TÉRREO - SHOPPING SULACAP",9448,0.00857324301439458
2016,14,TODOS OS SANTOS,190000006061,ITALO PEREIRA CAMPOS,Partido Trabalhista do Brasil,12,ELEITO POR QP,"RUA GETULIO, 127",1209,0.009925558312655087
2016,188,VILA DA PENHA,190000010725,ADEJAIR SANCHES DE AGUIAR,Partido da Mobilização Nacional,12,ELEITO POR MÉDIA,"AV. VICENTE DE CARVALHO, 909, LJ. 115/116, 2 PISO, CARIOCA SHOPPING",6842,0.0017538731365097924
2016,216,DEL CASTILHO,190000010725,ADEJAIR SANCHES DE AGUIAR,Partido da Mobilização Nacional,26,ELEITO POR MÉDIA,AV DOM HELDER CAMARA 4175 - 2 ANDAR,6842,0.003800058462437884
2016,182,TAQUARA,190000010725,ADEJAIR SANCHES DE AGUIAR,Partido da Mobilização Nacional,13,ELEITO POR MÉDIA,"RUA GODOFREDO VIANA, 400",6842,0.001900029231218942
2016,176,IRAJÁ,190000010725,ADEJAIR SANCHES DE AGUIAR,Partido da Mobilização Nacional,25,ELEITO POR MÉDIA,"AV MONSENHOR FELIX, 512",6842,0.0036539023677287343
2016,216,DEL CASTILHO,190000003862,ROGERIO DE CASTRO LOPES,Partido Trabalhista Brasileiro,6,ELEITO POR MÉDIA,AV DOM HELDER CAMARA 4175 - 2 ANDAR,13803,4.346881112801565e-4
2016,219,CASCADURA,190000003862,ROGERIO DE CASTRO LOPES,Partido Trabalhista Brasileiro,10,ELEITO POR MÉDIA,"RUA SIDÔNIO PAES, 54 LOJA 06",13803,7.244801854669275e-4
2016,24,JARDIM SULACAP,190000012012,CARLOS EDUARDO DE MATTOS,Solidariedade,487,ELEITO POR QP,"AVENIDA MARECHAL FONTENELLE, 3.545, TÉRREO - SHOPPING SULACAP",13347,0.03648760020978497
2016,23,MARECHAL HERMES,190000015120,REIMONT LUIZ OTONI SANTA BARBARA,Partido dos Trabalhadores,73,ELEITO POR QP,RUA JOAO VICENTE 1545,10499,0.006953043146966377
2016,169,SAUDE,190000015112,LUCIANA GONÇALVES DE NOVAES,Partido dos Trabalhadores,174,ELEITO POR QP,"RUA SACADURA CABRAL, 226, FUNDOS",9523,0.01827155308201197
2016,214,MEIER,190000015112,LUCIANA GONÇALVES DE NOVAES,Partido dos Trabalhadores,282,ELEITO POR QP,"RUA DIAS DA CRUZ, 787",9523,0.029612517063950437
2016,22,IRAJÁ,190000015120,REIMONT LUIZ OTONI SANTA BARBARA,Partido dos Trabalhadores,126,ELEITO POR QP,"RUA ITAPERA, 500, SHOPPING VIA BRASIL, LOJAS 150 E 151",10499,0.012001142965996761
2016,119,BARRA DA TIJUCA,190000011374,MARIA TERESA BERGHER,Partido da Social Democracia Brasileira,707,ELEITO POR QP,AV. AYRTON SENNA 2001 BLOCO C,21995,0.03214366901568538
2016,5,COPACABANA,190000011337,FELIPE MICHEL,Partido da Social Democracia Brasileira,38,ELEITO POR QP,"RUA MIGUEL LEMOS, 97",7341,0.005176406484130228
2016,188,VILA DA PENHA,190000011337,FELIPE MICHEL,Partido da Social Democracia Brasileira,55,ELEITO POR QP,"AV. VICENTE DE CARVALHO, 909, LJ. 115/116, 2 PISO, CARIOCA SHOPPING",7341,0.007492167279662171
2016,192,PORTUGUESA,190000011374,MARIA TERESA BERGHER,Partido da Social Democracia Brasileira,108,ELEITO POR QP,RUA ORCADAS 435 - SALA 12 - XX RA (SUPERINTENDÊNCIA REGIONAL DA ILHA),21995,0.004910206865196636
2016,9,BARRA DA TIJUCA,190000010031,ROOSEVELT BARRETO BARCELOS,Partido Ecológico Nacional,72,ELEITO POR QP,AV AYRTON SENNA 2001 BLOCO C,8954,0.008041098950189859
2016,242,CAMPO GRANDE,190000010031,ROOSEVELT BARRETO BARCELOS,Partido Ecológico Nacional,14,ELEITO POR QP,AV. CESARIO DE MELLO 3963,8954,0.0015635470180924726
2016,185,TAQUARA,190000010031,ROOSEVELT BARRETO BARCELOS,Partido Ecológico Nacional,30,ELEITO POR QP,RUA GODOFREDO VIANA 400,8954,0.0033504578959124413
2016,119,BARRA DA TIJUCA,190000010031,ROOSEVELT BARRETO BARCELOS,Partido Ecológico Nacional,41,ELEITO POR QP,AV. AYRTON SENNA 2001 BLOCO C,8954,0.00457895912441367
2016,230,JARDIM SULACAP,190000010031,ROOSEVELT BARRETO BARCELOS,Partido Ecológico Nacional,58,ELEITO POR QP,"AV. MARECHAL FONTENELE, 3545, PARQUE SHOPPING SULACAP, TÉRREO",8954,0.006477551932097387
2016,242,CAMPO GRANDE,190000007443,LEANDRO LYRA BRAGA DOGNINI,Partido Novo,57,ELEITO POR QP,AV. CESARIO DE MELLO 3963,16760,0.0034009546539379475
2016,118,CASCADURA,190000007443,LEANDRO LYRA BRAGA DOGNINI,Partido Novo,25,ELEITO POR QP,"AV. DOM HELDER CAMARA, 10.121",16760,0.0014916467780429594
